job_id,source_job_id,job_title_std,city_std_final,province_std_final,job_family_std,job_family_confidence,city_std_confidence,skill_list,task_list,genai_exposure_level,jd_text_clean,review_job_family,review_skill_list,review_task_list,review_notes
job_1079474,171165604,新媒体运营,上海,上海,市场/运营,high,high,数据分析,内容创作 | 市场推广 | 数据分析,high,岗位名称：新媒体运营专员（全职 / 可接受优秀应届生） 工作地点：上海市 金山区 核心职责 1.全平台内容运营：微信公众号、微博、抖音、小红书、B 站等主流新媒体矩阵的日常运营，包括选题策划、文案撰写、图文排版、视频剪辑（基础）、内容发布及维护，确保产出优质、高传播性的原创内容； 2.活动策划与执行：独立策划线上营销活动（如节日推广、热点借势、用户裂变等），制定活动方案、跟踪执行进度，完成数据复盘与优化，提升品牌曝光与用户参与度； 3.用户互动与社群维护：及时回复粉丝评论、私信，搭建并运营用户社群，提升粉丝粘性与活跃度；收集用户反馈，分析用户行为偏好，优化运营策略； 4.数据分析与优化：定期监测各平台运营数据（阅读量、粉丝增长、互动率、转化率等），输出数据分析报告，据此调整内容方向与推广策略；跟踪竞品动态，提炼行业优秀案例经验； 5.品牌传播助力：配合公司市场推广、产品发布等核心业务，完成专题内容策划与传播，提升品牌在新媒体领域的影响力与美誉度。 任职要求 1.学历与专业：大专及以上学历，市场营销、广告、新闻、中文、电子商务等相关专业优先；优秀应届生可放宽经验要求； 2.核心能力：文字功底扎实，熟悉网络流行语，能驾驭多风格文案（干货、种草、热点、情感等），具备独立选题撰稿能力； 3.网感敏锐，能快速捕捉行业热点与社会话题，结合品牌调性转化为可执行内容； 4.熟悉至少 2 个主流新媒体平台的运营逻辑（如微信公众号排版、抖音算法、小红书种草技巧），有成功涨粉或活动策划案例者优先； 技能要求： 1.熟练使用秀米、135 编辑器等排版工具，掌握 Office 办公软件； 2.具备基础图片处理能力（PS / 美图秀秀）、视频剪辑能力（剪映）者加分； 3.有数据分析意识，能通过数据优化运营效果； 素质要求：思维活跃、创意十足，执行力强、抗压能力佳，具备良好的沟通协调能力与团队协作精神，对新媒体行业充满热情。,,,,
job_1040565,165524252,AI编译器开发工程师,上海,上海,AI/算法,low,high,C++ | Python | TensorFlow | 深度学习,,high,岗位职责: •负责设计和开发面向自研芯片架构的AI编译器，将上层计算图高效映射为硬件可执行的机器码。 •与硬件架构师紧密合作，分析AI负载特征，参与指令集的定义与迭代；针对特定算子提出指令扩展建议，以***化硬件效率。 •负责编译器后端的指令调度、寄存器分配及二进制代码生成；针对关键算子进行指令级优化。 •维护用于验证编译结果的指令集模拟器或软件功能模型，确保“编译器生成的指令”在“硬件模型”上运行正确。 •开发和实现先进的图优化技术，如图融合、算子切分、数据布局优化、自动量化等。 •负责指令调度、寄存器分配等后端代码生成和优化，***化硬件执行效率。 任职要求: •计算机科学、软件工程或相关专业硕士及以上学历。 •扎实的编译器理论基础，熟悉编译器的前端、中端和后端技术。 •精通 C/C++ 和 Python，具备良好的代码规范和大型软件项目（如编译器、模拟器或AI框架）的开发/阅读经验。 •具备以下任一方向的相关经验： o熟悉 TVM、Triton、MLIR等一种或多种AI编译框架，了解其图优化或Codegen机制。 o 具备编译器后端开发经验，了解指令选择、调度或寄存器分配算法 o 有指令集设计、汇编器开发或指令集模拟器开发的相关经验。 •对计算机体系结构（流水线、内存层次）有清晰认知；理解深度学***流模型的计算原理。 加分项（非必须）：  有实际参与编译器项目或大型代码库开发经验。  熟悉 GPU/NPU 硬件架构，了解 SIMT、脉动阵列或张量核的工作原理。  具备软硬件协同设计经验，能够通过软件分析指导硬件设计优化。,,,,
job_006741,171165288,软件工程师(J10074),桂林,广西,软件开发,high,high,C# | C++ | 深度学习,,high,工作职责: 1、依据非标自动化项目需求，协同机械、电气工程师完成设备整体方案规划，参与标准件选型及电路原理图设计工作，确保软件与硬件系统的兼容性和协同性。 2、熟练运用 C#、C++ 等编程语言，开发基于运动控制卡（如雷赛、固高、正运动等）的上位机程序，实现精准的运动控制逻辑，包括多轴同步运动、插补算法、加减速曲线规划等功能，满足设备在速度、精度和稳定性方面的要求。 3、负责机器视觉系统（涵盖 2D 与 3D）的程序开发。进行视觉硬件选型，如工业相机、镜头、光源的合理搭配，开展取像试验并编写算法原型，实现视觉定位、测量、检测等关键功能，通过视觉与运动控制系统的集成，达成机器人或自动化设备的精准协同作业，如在点胶、贴合、组装、检测等工艺环节中的应用。 4、深入项目现场进行软件调试，及时分析并解决调试过程中出现的各类异常问题，确保设备能够按时、高质量交付使用。 5、对已投入使用的非标自动化设备软件及视觉系统进行定期维护和升级，依据客户反馈与实际生产需求，持续优化软件功能与性能，提升设备的运行稳定性和生产效率。 任职资格: 1、运动控制方面：精通 C# 或 C++ 编程语言，熟悉.Net Framework 框架或 MFC/QT 框架；熟练掌握常见运动控制卡（如雷赛、固高、研华等）的使用，熟悉其 API 函数调用与开发流程，具备多线程编程能力，能够实现高效稳定的运动控制程序。熟悉网络（socket）、串口等通讯模块的编程及其数据传输协议，可实现设备与外部系统的数据交互。 2、机器视觉方面：具备扎实的图像处理理论知识，熟悉光学原理及视觉硬件（相机、镜头、光源等）。精通至少一种图像处理库，如 OpenCV、Halcon、VisionPro 等，能够独立开发视觉定位、测量、检测等算法。熟悉 C# 语言和相机的 SDK 开发，可实现相机与上位机的稳定通讯与图像采集。有深度学习相关经验者优先，能够将深度学习技术应用于视觉检测、识别等场景。 3、具备良好的沟通协调能力，能够与团队成员、客户及其他相关部门进行有效沟通，准确理解需求并清晰表达技术方案。 4、拥有较强的团队协作精神，能够积极融入团队，共同攻克技术难题，推进项目顺利进行。 5、可接受一定频率的出差安排，能够适应项目现场的工作环境，满足现场调试、技术支持等工作需求。,,,,
job_302955,171260751,半导体设备供应计划 Senior Planner,上海,上海,供应链/物流/采购,high,high,ERP | Oracle | Power BI,,high,"Job Description o This role is physically located in China and will be reporting into Global Spares Planning in headquarter in USA o As a member of Global Spares Planning, be a single point of contact for China and Japan Field Service Team across all product lines o Monitor fulfillment metric and perform monthly miss analysis to identify gaps and improvement opportunities o Monitor local stock against stocking plan and drive replenishment for the shortage to meet and maintain LWS (Lines With Stock) target o Address current and future issues impacting fulfillment performance o Work closely with HQ GSP to stay fully aligned on business goals and strategies o Ensure service commitments for customers and regions are incorporated into the spares stocking plan o Initiate transshipments between stocking locations to maximize fulfillment performance o Track the future slot plan for China and Japan and ensure the stocking plan are established on time Qualifications: • Fluency in English • An aptitude for service supply chain operations • Thrives on fast-paced change and seeks to adapt to customer preferences and volatile market conditions. • Strong tolerance of ever-changing schedules, frequent reprioritization • Identifies opportunities for improvement in all aspects of work and has the initiative to develop and implement solutions to problems encountered. • Strong aptitude and competence for all popular business software applications. • Oracle experience preferred • BS/BS in Supply Chain Management or related field with 2 years of on-the-job experience. • If no degree, 4+ years of related planning experience in a low volume, high value, custom configured capital equipment manufacturing environment. • Strong knowledge of Oracle ERP/MRP systems, standard business practices, and production scheduling methodology. • Experiences in data analytics and analytical tools such as Power BI",,,,
job_1086039,171168683,抖音推广,武汉,湖北,市场/运营,high,high,数据分析,内容创作 | 数据分析,high,【工作内容】 - 负责抖音平台账号日常运营与内容策划，结合热点及用户需求制定推广方案； - 独立完成短视频脚本撰写、拍摄剪辑及发布，提升视频完播率与互动数据； - 监测分析账号流量、粉丝增长及转化效果，定期输出优化报告； - 协同团队进行跨部门合作，推动品牌活动或产品推广落地； - 关注行业动态及竞品策略，持续挖掘优质内容形式与传播路径。 【任职要求】 - 本科及以上学历，不接受零基础应届生，有物业相关专业优先； - 具备掌握抖音平台规则及算法逻辑； - 拥有良好的文案功底与创意思维，熟悉AI/短视频制作工具者优先； - 数据敏感度高，能通过数据分析调整推广策略； - 工作积极主动，抗压能力强，具备团队协作意识与沟通表达能力；,,,,
job_515659,160844168,BRIONI 销售顾问 Sales Advisor,杭州,浙江,销售/商务,high,high,CRM,客户维护,high,"岗位任务 销售顾问向门店经理汇报工作;他/她执行销售和定制化客户服务，并将个人和店铺目标和KPI***化。销售顾问是重要的品牌大使。他/她向客户提供独特而非凡的奢侈品体验，热情地引导客户了解品牌，维系积极长久的客户关系。 ROLE MISSION The Sales Advisor reports to the Store Manager; he/she carries out sales and clienteling actions in order to maximize individual and store target and KPIs. The Sales Advisor is a key ambassador of the Brand. He/She provides a distinctive and extraordinary luxury experience, passionately guiding the client across the Brand, nurturing a long term loyal relationship. 你的职责: - 通过完成店铺经理设定的目标，为团队工作做出贡献 - 至始至终与客户建立和发展积极的关系 - 客户关系拓展和客户粘性管理 - 有效利用客户手册来培养现有客户与潜在客户的关系 - 建立和培养人脉圈，以扩大潜在客户基础 - 收集市场信息: 新趋势、事件、竞争对手的活动和产品 - 有效地与店内和公司内的同事进行互动和协作 - 根据公司标准和指导方针执行库存程序 - 尊重Brioni的准则、职责和流程，及时分享可能出现的问题和风险 YOUR RESPONSIBILITIES: - Contributes to the teamwork by the accomplishment of the goals set by the Store Manager - Creates and develops a positive relationship with the customers, from the *** contact to the farewell - Meet and exceed CRM and retention goals - Effectively utilizes the Client Book to nurture the relationship with the existing and potential customers - Creates and cultivates a network of contacts to expand potential customer base - Gathers information about the market: new trends, events, competitors’ activities and products - Effectively interacts and collaborates with colleagues in the store and in the company at large - Implements stock procedures according to company standards and guidelines - Respects Brioni standards, roles and procedures, promptly sharing possible issues and risks 岗位要求 - 有销售工作经验 - 英语良好，会第二语言者优先 - 能够长时间在销售现场工作 - 每月至少有2个周六和2个周日的工作时间，包括如需年度盘点期间和假期期间 - 具备良好的倾听和沟通能力 - 能灵活工作在多元文化环境中 - 具备人脉协作能力和积极主动性 - 具备自我发展态度 - 具备主人翁意识 REQUIREMENTS - Experience in a sales position - Fluent in English, a second language is a plus - Ability to be mobile on the sales floor for extended periods of time - Availability to work a minimum of 2 Saturdays and 2 Sundays per month, annual inventory, and holiday season - Listening and communication skills - Flexibility to work in a multicultural context - Networking and proactivity - Self-development attitude - Sense of ownership",,,,
job_1046064,171541296,AI 工程链路工程师（实习）,杭州,浙江,AI/算法,medium,high,C++ | Docker | Kubernetes | LLM/大模型 | Linux | PyTorch | Python | 深度学习,,high,岗位职责 1. 负责深度学习模型全链路工程化落地，包括模型转换、量化、剪枝、编译优化及高可用推理服务部署； 2. 参与AI训练/推理链路、数据处理 pipeline、任务调度系统的开发、调试与性能优化，提升整体链路吞吐与稳定性； 3. 对接算法团队，完成模型与工程系统联调，解决模型落地中的性能瓶颈、显存/内存优化、服务延迟等关键问题； 4. 基于容器与云原生技术实现AI服务标准化部署，搭建监控、告警与运维体系，保障链路高并发、低延迟、稳定运行； 5. 参与AI工程化工具链与自动化平台建设，编写部署、测试、压测相关脚本与工具，提升工程化交付效率； 6. 跟踪大模型分布式训练、推理加速、算子优化等前沿技术，落地工程化优化方案。 任职要求 1. 2026届全日制硕士，计算机、软件工程、人工智能、自动化、电子信息等相关专业； 2. 扎实的计算机基础：数据结构、算法、操作系统、计算机网络、Linux环境开发； 3. 熟练使用 Python 进行工程开发，具备良好的代码规范与工程化意识； 4. 熟悉至少一种深度学习框架（PyTorch优先），了解深度学习训练与推理基本流程； 5. 掌握 Docker 容器化，了解 Kubernetes 基本概念与使用； 6. 了解 ONNX、TensorRT、Triton Inference Server 等模型部署与加速工具； 7. 掌握C/C++者优先：AI推理引擎、底层性能优化、自定义算子、高并发服务链路等核心模块均依赖C/C++实现，需具备底层问题排查与性能调优能力； 8. 有AI模型部署、推理服务开发、分布式训练实践、竞赛或相关课题经验者优先； 9. 学习能力强，逻辑清晰，具备良好的问题定位、沟通协作与项目落地能力。,,,,
job_1044071,171387708,ai算法工程师,清远,广东,AI/算法,high,high,C++ | Java | Linux | PyTorch | Python | TensorFlow | 机器学习 | 深度学习 | 计算机视觉,算法建模 | 项目管理,high,岗位职责 1、负责图片视频方向的分析算法的研究、架构及实现； 2、基于图片视频的行为识别与分析、人脸识别、图像分类、OCR等相关前沿算法的研发、优化和实现； 3、参与实际业务项目沟通交流到项目落地实施，针对落地中的问题尝试创新性方法，参与服务的部署和交付； 4、负责计算机视觉算法团队的构建、技术规划、产品及项目推进； 5、具备丰富的模型调参经验，对深度学习网络结构理解深刻； 6、具备需求驱动能力，现场沟通总结能力，具有团队合作精神； 7、快速学习相关领域的相关算法，跟踪行业前沿技术。 任职要求： 1、 本科以上学历，计算机、人工智能、自动控制等相关专业； 2、3年以上算法相关工作经验 ； 3、至少熟悉一种深度学习框架(TensorFlow/Caffe/MXNet/PyTorch/Keras等)； 4、熟悉C/C++、Python、Java中的一门语言，快速开发的能力，熟悉LINUX开发、网络编程； 5、熟悉深度学习的检测、识别、分割、跟踪、检索等，有实际项目经验优先； 6、有基于Tensorflow、Pytorch、YOLO、OpenCV等深度学习框架的服务开发经验优先。 7、熟悉各种深度神经网络模型，并掌握相关实现及优化方案，有深度学习及计算机视觉项目及相关优化经验者优先； 8、精通机器学习、深度学习原理及技术，有模型训练加速经验者优先。 9、具有较强的英语读写能力。 10、有计算机视觉领域的相关论文或专利者优先。,,,,
job_481146,171652505,电源软件工程师,成都,四川,硬件/电气,high,high,项目管理,方案设计 | 软件开发 | 项目管理,high,岗位职责： 1、根据产品需求进行产品方案设计和可行性评估; 2、与硬件工程师一起对电源产品的拓扑选型，磁性元件设计; 3、与硬件工程师一起对电源产品的功能原理图的仿真设计和器件选型; 4、负责数字电源方案制定、软件开发流程优化、软件测试方案定制等; 5、负责电源技术和产品预研，设计、开发及维护数字电源控制软件; 6、和硬件工程师一起完成电源产品的样机制作、功能调试、设计验证; 7、协助硬件完成控制方案以及DSP/MCU接口电路设计; 8、负责研发项目管理及相关归档资料编写和整理工作; 9、负责分析与解决产品在研发、生产和市场中的相关问题; 10、责任心强，主动跟进项目进度，善于沟通和团队协作。 任职要求： 1、电力电子、通信、自动化控制等电子类相关专业优先，本科及以上学历; 2、5年以上的高频开关电源行业开发经验，具有独立开发和调试高效大功率开关电源产品的能力和经历者优先; 3、掌握三极管、功率管、运算放大器等模电基础知识； 4、熟练运用simulink、plecs、saber、simplis等至少一种电力仿真软件； 5、熟悉高效电源业界主流拓扑LLC/PFC/双向变换，具有一定的磁性元件设计经验，会磁件仿真优先; 6、熟练使用嵌入式C语言编程，具备一定的硬件基础，熟悉各种单片机以及外围电路的应用和设计; 7、熟悉常规电源控制算法、PID参数整定、SPWM调试、各种滤波算法使用，熟悉C2000、ARM等数字电源方案； 8、熟悉常用总线如RS323、RS485、CAN总线、SPl、IC等相关接口通讯软件的设计； 9、能运用AD进行原理图和PCB设计；,,,,
job_017759,171449749,媒体资源部——销售总监及高级销售总监,北京,北京,销售/商务,high,high,,,high,职位描述： 1.负责销售策略制定、业务规划及经营目标落地，制定和执行年度、季度、月度销售目标与任务分解，完成销售考核任务； 2.负责梳理人民网全媒体资源，结合市场需求与客户痛点，制定营销方案，牵头重大合作项目的商务谈判与落地执行； 3.聚焦党政机关、央国企、上市公司、民营企业等核心客群，统筹开展高端客户拓展，做好客户关系深度运营，深挖客户合作潜力； 4.密切关注媒体行业、广告营销、人工智能、等领域的政策导向、市场动态，在科技、教育、金融、能源、文旅等行业拥有丰富客户资源，促成项目合作和市场拓新。 5.完成公司交办的其他工作。 任职资格： 1.良好的政治素质和思想品德；热爱党的新闻事业，恪守新闻工作者职业道德；遵纪守法，无不良从业行为记录； 2.大学专科及以上学历，具备5年及以上主流媒体、头部广告公司、知名互联网平台或大型文化行业企业销售工作经验；深耕媒体资源营销，具备成熟的行业认知与业务实操能力； 3.具备出色的战略思维、统筹决策能力，能够独立制定销售策略、完成营收业绩目标； 4.拥有丰富的高端客户资源与行业人脉，能够快速对接高端资源、推动大额合作落地； 5.具备较强的商务谈判能力、沟通协调能力与抗压能力，能够独立牵头重大项目洽谈、解决复杂业务问题； 6.具备敏锐的市场洞察力与业务创新能力，能够精准把握市场需求与行业趋势，善于挖掘媒体资源价值，打造创新型销售模式； 7.具备良好的文字功底与表达能力，能够独立撰写高质量商务方案、合作协议与汇报材料，熟练使用各类办公软件。,,,,
job_804075,170384001,高级外贸业务跟单(J10325),上海,上海,供应链/物流/采购,high,high,CRM | ERP,,high,"工作职责: 1.负责面料或家纺订单的全流程管理，包括报价、收款，确保订单按时、按质、按量完成。 2.与客户高效沟通，及时响应客户咨询，挖掘需求、积极服务，协调售后问题，提升客户满意度。 3.协调内部供应链、质量等部门，掌控交付节奏，确保订单发货顺畅。 任职资格: 1.本科学历。英语听说读写良好。 2.3年及以上外贸经验，熟悉外贸的跟单流程。 3.积极主动，有韧性，责任心强，有良好的沟通协调能力和团队精神。 4.熟练使用ERP或CRM类客户/订单管理软件。学习能力强。 5.有家纺/家居/服装/面料的业务经验优先。 Responsibilities： 1.Manage the end-to-end process of Home textiles orders, including order confirmation, production follow-up, delivery, and payment collection, ensuring timely and quality completion. 2.Communicate effectively with clients, respond promptly to inquiries, identify needs, and provide proactive service to enhance customer satisfaction. 3.Coordinate with internal departments (Supply chain, QA, etc.) to ensure smooth order delivery. Requirements: 1.Bachelor’s degree. Strong English communication skills (mandatory). 2.3+ years of experience in textile trade, familiar with export and fabric order processes. 3.Proactive, resilient, responsible, with strong communication and teamwork skills. 4.Proficient in Office software. Fast learner. 5.Experience in home textiles/home furnishing/apparel/fabric business preferred.",,,,
job_1042084,156073654,语音算法工程师 (MJ003697),合肥,安徽,AI/算法,medium,high,C++ | PyTorch | TensorFlow | 机器学习,,high,岗位职责： 1、参与语音前端信号处理相关算法的设计与开发，包括语音增强、啸叫抑制、回声消除、波束形成、声源定位等； 2、参与后端语音唤醒、语音识别的系统搭建与优化维护； 3、负责对所开发和设计的算法进行工程化和效率优化； 4、负责对客户特定场景的问题进行优化； 5、负责跟进业界***，并可转化为可商用的算法。 任职要求： 1、计算机、信号处理、通信、数学、自动化等相关领域本科及以上； 2、熟悉信号处理、机器学习等相关技术在语音和音频领域的应用； 3、对语音增强、回声抵消、麦克风阵列、语音识别、语音合成等至少一个比较了解，并有相关落地经验； 4、对Kaldi/SpeechBrain/TensorFlow/Pytorch等库至少1个比较了解，能够熟练使用； 5、对定点化和模型量化比较了解，能够使用C/C++等将算法进行工程化； 6、良好的团队意识与较强的执行力。,,,,
job_1046005,169517415,电控工程师（控制算法方向）-中心三(J10572),杭州,浙江,AI/算法,high,high,数据分析,数据分析 | 方案设计 | 软件开发,high,工作职责: 1.进行传感器部件稳定控制，激光控制、温度控制、磁场控制等控制方案和控制算法设计，整机方案论证； 2.进行模组与器部件研发，设计闭环回路，配合软硬件进行测试 任职资格: 1.计算机、数学、通信、电子、自动化等相关专业，5年以上开发工作经验，博士学历； 2.能独立进行传感器的闭环激励控制算法研发工作，熟练掌握各类鉴相器算法，能独立进行锁相放大即锁相环系统开发工作。有Speedgoat系统使用经验优先。 3.具有一定的信号处理及分析，电子电路分析能力，熟悉量子测量相关的实验技术和仪器，以及具备数据分析和计算机编程的能力。 4.具备仪器仪表或智能设备控制方案设计经验优先，有低频电磁干扰抑制研究经验优先。 5.具有良好的团队合作精神、动手能力、自学能力、独立解决问题的能力，乐观开朗、积极向上，心理素质好，具有抗压能力。,,,,
job_346680,171136740,外运华东-外运湖北-信息系统管理培训生（2026届春招）,武汉,湖北,人力/行政,high,high,数据分析,数据分析,high,"工作职责: 1.负责公司数字化规划管理，制定公司数字化中长期发展规划并滚动更新，开展评估和优化； 2.根据上级公司整体信息系统架构，主导推进公司信息系统建设； 3.推广上级公司规划内应用系统的使用； 4.推进数据治理工作，提升数据质量； 5.运营管理数字化，设计运营监控指标、建立数据分析模型和工具、业务及运营数据收集和分析； 6.公司科技创新管理，引进及推广成熟的科技创新成果（如AI+物流等）； 7.数字化需求管理及信息系统本地运维； 8.完成领导交办的其他事项。 任职资格: 1、应届毕业生，硕士研究生学历；具有参与大型企业AI,数据分析项目等相关经历者优先； 2、计算机科学与技术，人工智能等专业优先； 3、细心严谨，责任心强，具备良好的服务意识与团队精神。",,,,
job_1086539,169858508,AI操作员,常州,江苏,市场/运营,low,high,ChatGPT | Excel,运营优化,medium,岗位定位 AI 操作员是公司 AI 协同型组织中的执行型核心岗位. 主要职责是： 在既定模板、流程和标准下，使用 AI 工具，高质量完成服装出口业务中的标准化资料与信息处理工作。 本岗位 不要求编程能力，也不要求设计 AI 系统， 核心价值在于： “把 AI 用得稳定、用得准确、用得符合出口与客户标准”。 核心工作职责： 1. 文档与资料生成（核心职责） 在既定模板与规则下，使用 AI 工具完成以下工作： a.客户资料的AI分析。 b.服装工艺单、BOM 表、工序卡初稿 c.多语言尺码表（含意大利语内容的初步生成） d.出口产品 QC 报告初稿 e.采购询价单、基础报价资料 f.PDF / 扫描文件中的关键信息提取与整理 2.模板与资料标准的日常维护 a.按既定规则使用并维护 AI 模板 b.发现模板问题及时反馈 AI 架构师 c.协助更新出口意大利相关专项模板 3.基础校对与合规检查 a.核查资料完整性、版本一致性 b.重点关注： c.意大利语翻译准确性 d.出口资料的格式与基础合规性 4.内部支持与知识沉淀 a.协助各部门完成重复性资料整理工作 b.配合 AI 架构师进行内部 AI 使用培训 c.参与维护公司 AI 知识库（案例、模板、注意事项） 任职要求： 必备条件 a.本科及以上学历，专业不限 b.有 AI 工具（如 ChatGPT、飞书 AI 等）使用经验 c.文档处理能力强，注重细节与准确性 d.学习能力好，能按标准、流程稳定输出 e.责任心强，具备基本数据与客户信息保密意识 加分项（不强制） a.有服装、贸易、行政、运营相关工作经验 b.熟悉 Excel / PDF 编辑 c.了解或接触过意大利市场业务 d.具备基础意大利语认知者优先 清晰发展路径： AI 操作员 → 高级 AI 操作员 → AI 流程专员 / AI 架构师培养对象,,,,
job_000399,167111765,软件工程师,上海,上海,软件开发,high,high,C# | C++ | Copilot | JavaScript | Python | REST API | React | Vue,方案设计 | 软件开发 | 运维部署 | 需求分析,medium,岗位职责： 负责公司核心产品的前端架构设计与开发，独立完成系统模块的构建与迭代 基于 Vue 3 / React 技术栈，使用 Element UI / Element Plus 等组件库进行高效开发 使用 Vite 等现代构建工具优化项目工程化体系，提升开发效率与产物性能 与后端团队紧密协作，基于 RESTful API 规范完成前后端数据交互 运用 AI 辅助编码工具（如 GitHub Copilot、Cursor 等）提升开发效率，探索智能化开发流程 使用 Chrome DevTools 等调试工具快速定位并解决复杂前端问题 参与代码评审与技术分享，推动团队技术氛围建设 岗位要求： 本科及以上学历，计算机科学、软件工程或相关专业 技术能力 框架精通：深入掌握 Vue.js 或 React 生态，具备完整的项目实战经验 UI 框架：熟练使用 Element UI / Element Plus / Ant Design 等主流组件库，具备组件封装与二次开发能力 工程化能力：精通 Vite / Webpack 等构建工具，能独立搭建完整的前端项目架构 协议基础：熟悉 HTTP/HTTPS 协议、RESTful API 设计规范，了解网络请求原理与优化策略 JavaScript 基础：扎实的原生 JS 功底，深入理解 ES6+ 特性、异步编程、闭包、原型链等核心概念 调试能力：精通浏览器 DevTools 调试技巧，能够快速定位内存泄漏、性能瓶颈等复杂问题 AI 协作：具备使用 AI 工具辅助编码、代码审查、问题排查的实践经验 系统构建：能够从无到有独立构建系统，完成交付 项目经验：有完整的产品或项目交付经验，能够独立负责从需求分析到上线部署的全流程 软技能 沟通协作：善于与产品、设计、后端等多角色高效沟通，具备优秀的团队合作意识 自驱力：主动学习前沿技术，对代码质量有追求，能独立推动技术方案落地 熟悉 c#或python后端开发，有相关经验 对 Web 性能优化、前端安全有深入实践,,,,
job_000498,165402871,软件开发工程师,上海,上海,软件开发,high,high,DeepSeek | Java | Python | SQL | Spring Boot | Vue,软件开发,medium,前端： 1. 熟悉VUE、ElementUI、HTML5等前端技术； 2. 具有前端页面美感可自行调整布局； 3. 可独立搭建前端工程； 后端： 1. 精通JAVA语言及相关框架如springboot、mybatis等； 2. 熟悉MySQL数据库，熟练掌握Navicat等工具； 3. 具有Socket物联网编程经验者优先； 4. 熟悉Python语言(非必须)、FastAPI等框架； 其他要求： 1. 认真负责、热爱钻研新技术、可接受短期出差； 2. 熟练使用常见的AI工具（千问、豆包、deepseek等），熟练掌握promote提问技巧； 3. 有Cursor、Trae等AI编程工具使用经验； 4.三年以上工作经验。,,,,
job_861056,171235124,活动负责人（Activity Director）,上海,上海,其他/待定,low,high,ChatGPT,市场推广,medium,⼯作地点：上海市⻩浦区南京东路228号 汇报对象：项⽬总经理 岗位职责： 1、统筹规划ENTRANCE全年活动策略与年度计划，打造具有城市影响⼒的IP活动 2、负责1F/6F/7F/8F各楼层活动的整体统筹、资源调配与效果把控 3、整合内外部资源，建⽴并维护艺术家、品牌⽅、⽂化机构等合作⽹络 4、带领活动团队完成从创意策划到执⾏落地的全周期管理 5、制定活动预算，控制成本，评估活动ROI，持续优化活动效果 6、监控⾏业趋势，引⼊创新活动形式，提升项⽬品牌影响⼒ 任职要求： 1、本科及以上学历，市场营销、传媒、艺术管理等相关专业优先 2、Fluent in English (written and spoken); strong cross-cultural communication skills 3、5年以上商业综合体/⽂化空间/创意园区活动管理经验，3年以上团队管理经验 4、具备⼤型商业活动、艺术展览、⽂化节的操盘经验，有成功案例 5、出⾊的资源整合能⼒与商务谈判能⼒，拥有丰富的品牌/艺术家资源 6、优秀的创意思维与审美能⼒，对城市⽂化、潮流趋势有敏锐洞察 7、具备优秀的抗压能⼒与多项⽬并⾏管理能⼒ 8、熟练使⽤国内外AI⼯具（ChatGPT、Claude、Kimi、MaxClaw等）辅助活动策划与创意⽣产，有AI辅助⽅案创作经验者优先,,,,
job_087189,171147516,海外推广（GEO&SEO）,深圳,广东,市场/运营,high,high,ChatGPT | Excel | SEO/SEM | 数据分析,市场推广 | 数据分析,medium,职责：医用血压监测设备和睡眠呼吸机产品的市场推广，负责海外B端市场推广策略的制定和执行，提升品牌知名度并获得询盘。 操盘Shopify独立站、能用AI重构运营，需要具备将运营经验转化为AI工作流的能力——用数据和工具替代重复劳动，让内容更优质、流量更精准、转化更高效。 1. 全面负责Shopify独立站的搭建与日常运营，包括主题模板选型与定制、页面结构规划、插件组合策略等。确保网站结构清晰、用户体验流畅。 2. 运用AI工具（如ChatGPT/Claude/Gemini）系统化生成和优化站内内容：产品描述、品牌故事、博客文章、FAQ页面等，确保内容既符合GEO规范又具品牌调性。主导关键词策略制定，利用AI进行关键词挖掘、聚类和内容缺口分析，输出可执行的GEO优化方案。 3. 统筹站外流量渠道策略（Google Ads、Linked In等），参与广告投放策略制定，并根据数据反馈持续优化ROI。 4. 利用AI工具辅助进行竞品分析（竞品网站结构、流量来源、社媒表现、广告策略等），输出竞争情报和差异化建议。建立数据监控和分析体系，定期输出运营复盘报告，形成可追溯的决策链路。 主要职责： 1. 必备项：2-3年Shopify或独立站运营经验，有从0到1搭建或深度操盘独立站的经验。 2. 对 GEO（生成式引擎优化）有基本认知，深度使用AI工具（ChatGPT/Claude/Gemini等），——你的日常工作流中已融入AI。 3. 精通谷歌SEO/GEO策略，有实战经验（关键词研究、站内优化、外链建设、技术GEO基础），熟悉Ahrefs/Semrush/Google Search Console等工具。 4. 具备扎实的数据分析能力，能独立处理和分析运营数据（Google Analytics、广告后台、Excel/Google Sheets），用数据驱动决策。 5. 本科及以上学历，英语CET4以上，大数据或计算机等专业； 三、福利待遇： 1.优秀平台：注重研发，自主品牌，产品走差异化路线，不拼价格。 2.工作氛围：轻松愉快的工作环境，人性化的管理。 四 其他福利待遇： 1．人性化管理模式，不定期组织团建活动。 2．公司提供广阔的发展平台和完善的晋升机制。 3．公司已发展十几年，业务稳中增长，甚至逆势增长，对追求长期稳定的优秀求职者是很好的发展环境。,,,,
